cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
157020974,"cyclopropyl N-[5-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-(trideuteriomethylcarbamoyl)pyridazin-3-yl]carbamate",NULL,441.500,C20H22N8O4,145.000,666.000,1.700,32,3,9,8,"InChI=1S/C20H22N8O4/c1-21-19(29)16-14(9-15(25-26-16)24-20(30)32-11-7-8-11)23-13-6-4-5-12(17(13)31-3)18-22-10-28(2)27-18/h4-6,9-11H,7-8H2,1-3H3,(H,21,29)(H2,23,24,25,30)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC(=O)OC4CC4,OCFJLWKEZYWYIB-FIBGUPNXSA-N,"cyclopropyl N-[5-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-(trideuteriomethylcarbamoyl)pyridazin-3-yl]carbamate",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020973,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-[1-(3-methyloxetan-3-yl)-1,2,4-triazol-3-yl]anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,481.500,C23H26N8O4,145.000,779.000,1.000,35,3,9,8,"InChI=1S/C23H26N8O4/c1-23(10-35-11-23)31-12-25-20(30-31)14-5-4-6-15(19(14)34-3)26-16-9-17(27-21(32)13-7-8-13)28-29-18(16)22(33)24-2/h4-6,9,12-13H,7-8,10-11H2,1-3H3,(H,24,33)(H2,26,27,28,32)/i2D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C4(COC4)C)NC(=O)C5CC5,OMDQQMVUAQCTRQ-BMSJAHLVSA-N,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-[1-(3-methyloxetan-3-yl)-1,2,4-triazol-3-yl]anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020972,"6-(5-cyclopropyl-1H-1,2,4-triazol-3-yl)-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,449.500,C21H22N10O2,148.000,681.000,1.600,33,3,9,7,"InChI=1S/C21H22N10O2/c1-22-21(32)16-14(9-15(26-27-16)20-25-18(28-29-20)11-7-8-11)24-13-6-4-5-12(17(13)33-3)19-23-10-31(2)30-19/h4-6,9-11H,7-8H2,1-3H3,(H,22,32)(H,24,26)(H,25,28,29)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)C4=NNC(=N4)C5CC5,BOBZRKAONPNSOC-FIBGUPNXSA-N,"6-(5-cyclopropyl-1H-1,2,4-triazol-3-yl)-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020968,"6-[[(1S)-2,2-dimethylcyclopropanecarbonyl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,453.500,C22H26N8O3,136.000,722.000,2.100,33,3,8,7,"InChI=1S/C22H26N8O3/c1-22(2)10-13(22)20(31)26-16-9-15(17(28-27-16)21(32)23-3)25-14-8-6-7-12(18(14)33-5)19-24-11-30(4)29-19/h6-9,11,13H,10H2,1-5H3,(H,23,32)(H2,25,26,27,31)/t13-/m1/s1/i3D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC(=O)[C@H]4CC4(C)C,YPGXELFSGOTYBY-HPABDLATSA-N,"6-[[(1S)-2,2-dimethylcyclopropanecarbonyl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020967,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-[1-(2-methoxyethyl)-1,2,4-triazol-3-yl]anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,469.500,C22H26N8O4,145.000,696.000,1.000,34,3,9,10,"InChI=1S/C22H26N8O4/c1-23-22(32)18-16(11-17(27-28-18)26-21(31)13-7-8-13)25-15-6-4-5-14(19(15)34-3)20-24-12-30(29-20)9-10-33-2/h4-6,11-13H,7-10H2,1-3H3,(H,23,32)(H2,25,26,27,31)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)CCOC)NC(=O)C4CC4,XTPJOBRAUZFRGK-FIBGUPNXSA-N,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-[1-(2-methoxyethyl)-1,2,4-triazol-3-yl]anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020966,"4-[6-cyano-2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-(cyclopropanecarbonylamino)-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,450.500,C21H21N9O3,160.000,769.000,0.900,33,3,9,7,"InChI=1S/C21H21N9O3/c1-23-21(32)17-14(8-15(27-28-17)26-20(31)11-4-5-11)25-16-12(9-22)6-7-13(18(16)33-3)19-24-10-30(2)29-19/h6-8,10-11H,4-5H2,1-3H3,(H,23,32)(H2,25,26,27,31)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=C(C=CC(=C2OC)C3=NN(C=N3)C)C#N)NC(=O)C4CC4,CNQXQEBUGUDJSP-FIBGUPNXSA-N,"4-[6-cyano-2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-(cyclopropanecarbonylamino)-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020965,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,342.370,C16H17N7O2,107.000,452.000,1.300,25,2,7,5,"InChI=1S/C16H17N7O2/c1-17-16(24)13-11(7-8-19-21-13)20-12-6-4-5-10(14(12)25-3)15-18-9-23(2)22-15/h4-9H,1-3H3,(H,17,24)(H,19,20)/i1D3",[2H]C([2H])([2H])NC(=O)C1=C(C=CN=N1)NC2=CC=CC(=C2OC)C3=NN(C=N3)C,OTMBYVOPSXZCJZ-FIBGUPNXSA-N,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020964,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-[1-(oxetan-3-yl)-1,2,4-triazol-3-yl]anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,467.500,C22H24N8O4,145.000,736.000,0.800,34,3,9,8,"InChI=1S/C22H24N8O4/c1-23-22(32)18-16(8-17(27-28-18)26-21(31)12-6-7-12)25-15-5-3-4-14(19(15)33-2)20-24-11-30(29-20)13-9-34-10-13/h3-5,8,11-13H,6-7,9-10H2,1-2H3,(H,23,32)(H2,25,26,27,31)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C4COC4)NC(=O)C5CC5,XARZVCISNDUMBM-FIBGUPNXSA-N,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-[1-(oxetan-3-yl)-1,2,4-triazol-3-yl]anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020963,"6-[[cyclopropylidene(fluoro)methyl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,427.400,C20H21FN8O2,119.000,674.000,2.200,31,3,9,7,"InChI=1S/C20H21FN8O2/c1-22-20(30)16-14(9-15(26-27-16)25-18(21)11-7-8-11)24-13-6-4-5-12(17(13)31-3)19-23-10-29(2)28-19/h4-6,9-10H,7-8H2,1-3H3,(H,22,30)(H2,24,25,26)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC(=C4CC4)F,HDVCIBPCNCGWKF-FIBGUPNXSA-N,"6-[[cyclopropylidene(fluoro)methyl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020962,"4-[4-cyano-2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-(cyclopropanecarbonylamino)-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,450.500,C21H21N9O3,160.000,769.000,0.900,33,3,9,7,"InChI=1S/C21H21N9O3/c1-23-21(32)17-14(8-15(27-28-17)26-20(31)11-4-5-11)25-13-7-6-12(9-22)16(18(13)33-3)19-24-10-30(2)29-19/h6-8,10-11H,4-5H2,1-3H3,(H,23,32)(H2,25,26,27,31)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=C(C(=C(C=C2)C#N)C3=NN(C=N3)C)OC)NC(=O)C4CC4,CFZAKOMWEOUBJO-FIBGUPNXSA-N,"4-[4-cyano-2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-(cyclopropanecarbonylamino)-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020961,"6-[[(1R)-2,2-difluorocyclopropanecarbonyl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,461.400,C20H20F2N8O3,136.000,731.000,1.500,33,3,10,7,"InChI=1S/C20H20F2N8O3/c1-23-19(32)15-13(7-14(27-28-15)26-18(31)11-8-20(11,21)22)25-12-6-4-5-10(16(12)33-3)17-24-9-30(2)29-17/h4-7,9,11H,8H2,1-3H3,(H,23,32)(H2,25,26,27,31)/t11-/m1/s1/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC(=O)[C@H]4CC4(F)F,DFFFANVCCDREBV-KMKPOHAJSA-N,"6-[[(1R)-2,2-difluorocyclopropanecarbonyl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020960,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-(4-prop-2-ynyl-1,5-dihydro-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,451.500,C22H24N8O3,133.000,807.000,1.300,33,4,8,8,"InChI=1S/C22H24N8O3/c1-4-10-30-12-24-29-20(30)14-6-5-7-15(19(14)33-3)25-16-11-17(26-21(31)13-8-9-13)27-28-18(16)22(32)23-2/h1,5-7,11,13,24H,8-10,12H2,2-3H3,(H,23,32)(H2,25,26,27,31)/i2D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NNCN3CC#C)NC(=O)C4CC4,BAEDFUBGZWGMAO-BMSJAHLVSA-N,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-(4-prop-2-ynyl-1,5-dihydro-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020959,"4-[3-[1-(1-bicyclo[1.1.1]pentanyl)-1,2,4-triazol-3-yl]-2-methoxyanilino]-6-(cyclopropanecarbonylamino)-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,477.500,C24H26N8O3,136.000,808.000,1.900,35,3,8,8,"InChI=1S/C24H26N8O3/c1-25-23(34)19-17(8-18(29-30-19)28-22(33)14-6-7-14)27-16-5-3-4-15(20(16)35-2)21-26-12-32(31-21)24-9-13(10-24)11-24/h3-5,8,12-14H,6-7,9-11H2,1-2H3,(H,25,34)(H2,27,28,29,33)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C45CC(C4)C5)NC(=O)C6CC6,OSSGORMNNDNFOF-FIBGUPNXSA-N,"4-[3-[1-(1-bicyclo[1.1.1]pentanyl)-1,2,4-triazol-3-yl]-2-methoxyanilino]-6-(cyclopropanecarbonylamino)-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020958,"6-[(1-methoxycyclopropanecarbonyl)amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,455.500,C21H24N8O4,145.000,708.000,1.000,33,3,9,8,"InChI=1S/C21H24N8O4/c1-22-19(30)16-14(10-15(26-27-16)25-20(31)21(33-4)8-9-21)24-13-7-5-6-12(17(13)32-3)18-23-11-29(2)28-18/h5-7,10-11H,8-9H2,1-4H3,(H,22,30)(H2,24,25,26,31)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC(=O)C4(CC4)OC,MMLBZWVFLZRBJJ-FIBGUPNXSA-N,"6-[(1-methoxycyclopropanecarbonyl)amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020956,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[(1-methylcyclopropyl)amino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,411.500,C20H24N8O2,119.000,603.000,2.300,30,3,8,7,"InChI=1S/C20H24N8O2/c1-20(8-9-20)24-15-10-14(16(26-25-15)19(29)21-2)23-13-7-5-6-12(17(13)30-4)18-22-11-28(3)27-18/h5-7,10-11H,8-9H2,1-4H3,(H,21,29)(H2,23,24,25)/i2D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC4(CC4)C,BQSZAGGEUCYCFV-BMSJAHLVSA-N,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[(1-methylcyclopropyl)amino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020955,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)-6-[[(2R)-1,1,1-trifluoropropan-2-yl]amino]pyridazine-3-carboxamide",NULL,453.400,C19H21F3N8O2,119.000,628.000,3.100,32,3,11,7,"InChI=1S/C19H21F3N8O2/c1-10(19(20,21)22)25-14-8-13(15(28-27-14)18(31)23-2)26-12-7-5-6-11(16(12)32-4)17-24-9-30(3)29-17/h5-10H,1-4H3,(H,23,31)(H2,25,26,27)/t10-/m1/s1/i2D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)N[C@H](C)C(F)(F)F,NTACXBSAHCTEDV-AHTUJLEFSA-N,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)-6-[[(2R)-1,1,1-trifluoropropan-2-yl]amino]pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020954,"6-[(1-cyclopropylidene-2,2,2-trifluoroethyl)amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,477.500,C21H21F3N8O2,119.000,761.000,2.800,34,3,11,7,"InChI=1S/C21H21F3N8O2/c1-25-20(33)16-14(9-15(29-30-16)28-18(11-7-8-11)21(22,23)24)27-13-6-4-5-12(17(13)34-3)19-26-10-32(2)31-19/h4-6,9-10H,7-8H2,1-3H3,(H,25,33)(H2,27,28,29)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC(=C4CC4)C(F)(F)F,MWHJFYPXDIJATB-FIBGUPNXSA-N,"6-[(1-cyclopropylidene-2,2,2-trifluoroethyl)amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020952,"6-(cyclopropanecarbonylamino)-4-[2-(difluoromethoxy)-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,461.400,C20H20F2N8O3,136.000,700.000,2.200,33,3,10,8,"InChI=1S/C20H20F2N8O3/c1-23-19(32)15-13(8-14(27-28-15)26-18(31)10-6-7-10)25-12-5-3-4-11(16(12)33-20(21)22)17-24-9-30(2)29-17/h3-5,8-10,20H,6-7H2,1-2H3,(H,23,32)(H2,25,26,27,31)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC(F)F)C3=NN(C=N3)C)NC(=O)C4CC4,AACICVLUUGTVGH-FIBGUPNXSA-N,"6-(cyclopropanecarbonylamino)-4-[2-(difluoromethoxy)-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020951,"6-(cyclopropanecarbonylamino)-4-[3-(1-methyl-1,2,4-triazol-3-yl)-2-(trifluoromethoxy)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,479.400,C20H19F3N8O3,136.000,740.000,2.400,34,3,11,7,"InChI=1S/C20H19F3N8O3/c1-24-19(33)15-13(8-14(28-29-15)27-18(32)10-6-7-10)26-12-5-3-4-11(16(12)34-20(21,22)23)17-25-9-31(2)30-17/h3-5,8-10H,6-7H2,1-2H3,(H,24,33)(H2,26,27,28,32)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC(F)(F)F)C3=NN(C=N3)C)NC(=O)C4CC4,JNLSAGGBLNLCTL-FIBGUPNXSA-N,"6-(cyclopropanecarbonylamino)-4-[3-(1-methyl-1,2,4-triazol-3-yl)-2-(trifluoromethoxy)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020949,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-[1-(2,2,2-trifluoroethyl)-1,2,4-triazol-3-yl]anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,493.500,C21H21F3N8O3,136.000,756.000,2.300,35,3,11,8,"InChI=1S/C21H21F3N8O3/c1-25-20(34)16-14(8-15(29-30-16)28-19(33)11-6-7-11)27-13-5-3-4-12(17(13)35-2)18-26-10-32(31-18)9-21(22,23)24/h3-5,8,10-11H,6-7,9H2,1-2H3,(H,25,34)(H2,27,28,29,33)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)CC(F)(F)F)NC(=O)C4CC4,LECDSWSTGXTLGQ-FIBGUPNXSA-N,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-[1-(2,2,2-trifluoroethyl)-1,2,4-triazol-3-yl]anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020948,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-(1-prop-2-enyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,451.500,C22H24N8O3,136.000,705.000,2.000,33,3,8,9,"InChI=1S/C22H24N8O3/c1-4-10-30-12-24-20(29-30)14-6-5-7-15(19(14)33-3)25-16-11-17(26-21(31)13-8-9-13)27-28-18(16)22(32)23-2/h4-7,11-13H,1,8-10H2,2-3H3,(H,23,32)(H2,25,26,27,31)/i2D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)CC=C)NC(=O)C4CC4,OPJMPPSHCGOWOD-BMSJAHLVSA-N,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-(1-prop-2-enyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020947,"6-[[(1R,2R)-2-fluorocyclopropanecarbonyl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,443.400,C20H21FN8O3,136.000,687.000,1.300,32,3,9,7,"InChI=1S/C20H21FN8O3/c1-22-20(31)16-14(8-15(26-27-16)25-19(30)11-7-12(11)21)24-13-6-4-5-10(17(13)32-3)18-23-9-29(2)28-18/h4-6,8-9,11-12H,7H2,1-3H3,(H,22,31)(H2,24,25,26,30)/t11-,12+/m0/s1/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC(=O)[C@H]4C[C@H]4F,WWLPXQBKCSYQKM-GXKHPTSPSA-N,"6-[[(1R,2R)-2-fluorocyclopropanecarbonyl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020946,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-[1-(thietan-3-yl)-1,2,4-triazol-3-yl]anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,483.600,C22H24N8O3S,161.000,739.000,1.600,34,3,9,8,"InChI=1S/C22H24N8O3S/c1-23-22(32)18-16(8-17(27-28-18)26-21(31)12-6-7-12)25-15-5-3-4-14(19(15)33-2)20-24-11-30(29-20)13-9-34-10-13/h3-5,8,11-13H,6-7,9-10H2,1-2H3,(H,23,32)(H2,25,26,27,31)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C4CSC4)NC(=O)C5CC5,WNVQSTMFFAGJPL-FIBGUPNXSA-N,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-[1-(thietan-3-yl)-1,2,4-triazol-3-yl]anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020945,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[(3-methyloxetan-3-yl)amino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,427.500,C20H24N8O3,128.000,621.000,1.500,31,3,9,7,"InChI=1S/C20H24N8O3/c1-20(9-31-10-20)24-15-8-14(16(26-25-15)19(29)21-2)23-13-7-5-6-12(17(13)30-4)18-22-11-28(3)27-18/h5-8,11H,9-10H2,1-4H3,(H,21,29)(H2,23,24,25)/i2D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC4(COC4)C,PAMHNENZVOUSSS-BMSJAHLVSA-N,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[(3-methyloxetan-3-yl)amino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020944,"6-[1-(cyanoamino)ethylideneamino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,423.400,C19H20N10O2,155.000,694.000,1.100,31,3,9,7,"InChI=1S/C19H20N10O2/c1-11(22-9-20)24-15-8-14(16(27-26-15)19(30)21-2)25-13-7-5-6-12(17(13)31-4)18-23-10-29(3)28-18/h5-8,10H,1-4H3,(H,21,30)(H2,22,24,25,26)/i2D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)N=C(C)NC#N,NOMGWPGTKXLKFT-BMSJAHLVSA-N,"6-[1-(cyanoamino)ethylideneamino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
157020943,"6-(cyclopropanecarbonylamino)-4-[3-(6,7-dihydro-5H-pyrrolo[2,1-c][1,2,4]triazol-3-yl)-2-methoxyanilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,451.500,C22H24N8O3,136.000,722.000,1.000,33,3,8,7,"InChI=1S/C22H24N8O3/c1-23-22(32)18-15(11-16(26-28-18)25-21(31)12-8-9-12)24-14-6-3-5-13(19(14)33-2)20-29-27-17-7-4-10-30(17)20/h3,5-6,11-12H,4,7-10H2,1-2H3,(H,23,32)(H2,24,25,26,31)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN=C4N3CCC4)NC(=O)C5CC5,UPLWMPDZIQOQRM-FIBGUPNXSA-N,"6-(cyclopropanecarbonylamino)-4-[3-(6,7-dihydro-5H-pyrrolo[2,1-c][1,2,4]triazol-3-yl)-2-methoxyanilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20211130,PATENTSCOPE (WIPO),Governmental Organizations,NULL
